origin,destination,volume
51,46,3623.468884
51,52,54597.92649
51,53,31208.18704
51,54,859.4506811
51,61,29018.91222
51,62,20182.36816
51,63,4370.853632
51,64,4884.091157
51,65,9962.453288
52,11,14445.86412
52,12,9366.65867
52,13,14084.28182
52,14,20703.19086
52,15,13135.30384
52,21,12022.35155
52,22,6704.46203
52,23,13717.73658
52,31,13128.20082
52,32,11999.10588
52,33,14320.32543
52,34,25306.22327
52,35,36265.87628
52,36,27662.29323
52,37,8754.819104
52,41,21612.66503
52,42,29504.78761
52,43,69813.92902
52,44,40422.51349
52,45,74342.12281
52,46,9595.747679
52,51,125990.2464
52,53,50840.68256
52,54,1356.883783
52,61,34801.40262
52,62,14295.23936
52,63,2460.13009
